N,P,K,temperature,humidity,ph,rainfall,season,soil_type,crop
25.0,53.0,17.4,34.8,34.4,7.16,46.7,Kharif,Sandy,mothbeans
83.1,41.1,98.3,23.3,79.0,5.62,238.0,Kharif,Loamy,coffee
118.0,50.3,130.2,16.8,80.0,5.93,115.1,Rabi,Sandy,potato
37.3,29.0,36.3,23.7,51.8,6.78,40.5,Rabi,Clayey,linseed
46.2,37.9,29.3,40.8,36.3,6.48,33.5,Kharif,Sandy,pearl_millet
50.0,33.7,67.9,13.6,60.3,6.32,90.9,Rabi,Loamy,apple
92.2,24.3,26.8,12.0,53.0,5.78,78.9,Rabi,Loamy,barley
76.1,41.8,42.4,22.1,78.6,6.84,139.4,Rabi,Sandy,wheat
88.1,58.4,148.1,27.5,81.6,5.45,237.1,Kharif,Loamy,ginger
93.6,49.0,36.1,30.0,64.4,6.2,100.7,Kharif,Sandy,maize
90.1,59.5,92.6,27.9,81.5,5.26,219.8,Kharif,Loamy,pepper
86.9,55.5,43.8,28.6,90.9,5.6,325.6,Kharif,Loamy,rice
61.2,50.8,47.1,23.0,84.5,6.82,186.4,Rabi,Loamy,wheat
81.3,56.8,95.7,25.6,58.8,6.54,121.7,Zaid,Loamy,mango
200.0,39.4,195.6,25.2,81.6,6.76,221.8,Kharif,Loamy,banana
82.1,61.3,70.1,25.0,60.0,7.13,11.4,Kharif,Sandy,sunflower
93.4,53.4,82.8,25.8,46.5,6.91,28.4,Zaid,Sandy,pomegranate
76.9,65.4,45.8,25.4,65.2,5.97,72.1,Kharif,Sandy,sunflower
62.0,19.8,19.5,35.4,55.0,5.82,78.1,Kharif,Sandy,sesame
100.6,52.6,39.0,33.5,62.9,5.28,80.6,Kharif,Loamy,maize
102.4,76.3,111.5,14.0,75.3,6.45,94.1,Rabi,Sandy,potato
76.0,41.9,29.6,13.9,39.7,5.61,76.0,Rabi,Loamy,barley
70.3,60.1,62.0,29.3,64.5,7.0,98.6,Zaid,Loamy,guava
96.7,76.5,85.9,22.6,71.3,6.49,86.3,Kharif,Sandy,tomato
64.1,31.2,19.9,35.9,41.1,6.76,43.3,Kharif,Sandy,pearl_millet
160.6,47.9,211.2,25.2,84.0,6.34,234.3,Kharif,Loamy,banana
24.7,61.2,38.0,21.9,51.2,7.29,28.1,Rabi,Loamy,chickpea
58.3,33.8,30.8,27.4,69.8,6.25,236.4,Kharif,Clayey,rice
108.9,60.3,90.6,33.4,60.5,5.82,172.5,Zaid,Sandy,mango
96.7,53.3,104.8,28.5,85.0,6.5,162.3,Kharif,Loamy,sugarcane
76.8,42.0,49.8,30.9,78.4,7.32,114.4,Kharif,Clayey,jute
45.7,67.1,88.9,30.5,79.3,5.23,249.4,Kharif,Loamy,pepper
116.2,64.7,118.9,29.3,74.0,5.63,126.1,Kharif,Sandy,turmeric
80.2,55.0,91.6,32.5,60.6,6.93,106.4,Zaid,Loamy,guava
31.4,79.9,40.1,31.6,69.4,6.1,96.7,Kharif,Clayey,soybean
114.8,57.7,82.0,23.3,65.8,5.64,75.8,Zaid,Loamy,guava
97.6,82.7,120.9,15.7,64.8,6.55,48.3,Rabi,Loamy,potato
97.3,37.3,45.1,23.8,75.6,6.08,137.1,Kharif,Clayey,rice
45.2,27.7,29.2,19.7,63.4,6.1,33.8,Rabi,Clayey,linseed
78.4,35.2,74.3,27.6,56.7,7.11,92.5,Zaid,Sandy,orange
123.0,71.6,132.3,16.9,79.4,5.71,79.9,Rabi,Loamy,potato
78.5,35.9,28.1,28.7,85.6,6.25,259.4,Kharif,Clayey,rice
19.6,50.8,78.6,30.4,54.6,5.86,81.5,Kharif,Sandy,groundnut
112.8,60.4,137.4,23.9,73.3,6.01,62.1,Rabi,Sandy,potato
111.3,52.1,144.8,23.5,88.7,5.9,186.9,Kharif,Loamy,ginger
87.4,47.3,175.8,25.5,76.7,4.74,204.7,Kharif,Loamy,ginger
114.2,54.2,156.2,27.2,73.7,5.7,236.9,Kharif,Loamy,ginger
29.3,52.1,80.3,26.5,65.1,6.33,104.3,Kharif,Sandy,groundnut
24.4,53.6,41.1,24.1,32.4,7.34,28.8,Rabi,Loamy,chickpea
113.9,44.3,55.0,17.7,90.5,4.55,291.7,Kharif,Loamy,tea
104.7,68.2,108.4,27.4,84.4,5.17,285.6,Kharif,Loamy,pepper
94.3,42.4,45.3,25.4,78.2,7.28,146.7,Kharif,Clayey,jute
65.5,31.1,83.7,20.7,87.0,6.08,460.8,Kharif,Loamy,cardamom
91.2,67.6,81.7,20.7,82.0,6.33,72.9,Kharif,Sandy,tomato
61.9,48.1,70.6,22.5,60.5,6.55,130.8,Rabi,Loamy,apple
68.1,99.4,102.7,25.3,58.4,6.99,42.8,Kharif,Sandy,tomato
57.0,61.1,39.7,35.8,51.1,7.2,64.9,Kharif,Clayey,sorghum
81.9,44.5,41.0,27.4,52.6,6.52,48.3,Rabi,Sandy,mustard
72.3,43.3,64.2,21.3,68.8,6.91,40.3,Rabi,Loamy,garlic
53.5,25.6,27.5,23.9,66.5,5.97,82.5,Kharif,Loamy,finger_millet
26.9,52.5,53.5,16.9,61.7,6.26,72.6,Rabi,Loamy,peas
116.9,25.9,35.4,15.6,80.2,5.31,345.8,Kharif,Loamy,tea
52.1,33.0,54.4,20.8,57.6,6.71,61.6,Rabi,Sandy,grapes
101.2,50.5,94.1,19.9,62.3,6.75,105.7,Zaid,Loamy,guava
74.0,63.1,51.7,31.7,51.4,6.69,57.4,Kharif,Loamy,sunflower
105.6,34.1,76.1,23.3,66.5,6.63,91.9,Zaid,Loamy,guava
118.0,67.7,75.0,35.3,52.6,6.92,97.6,Zaid,Loamy,mango
20.4,37.6,25.1,31.7,57.4,6.54,51.0,Kharif,Loamy,blackgram
58.5,34.0,65.8,27.9,62.7,5.94,44.9,Rabi,Sandy,grapes
114.5,50.5,100.3,26.1,85.3,5.66,302.2,Kharif,Loamy,pepper
39.0,34.2,27.1,20.6,73.6,5.66,51.4,Kharif,Sandy,finger_millet
35.0,23.1,73.4,18.8,87.1,6.1,384.1,Kharif,Loamy,cardamom
97.0,68.2,103.7,16.9,75.8,5.84,59.3,Rabi,Loamy,potato
83.1,56.4,41.4,20.9,84.5,6.27,169.3,Rabi,Sandy,wheat
117.2,55.2,55.2,31.5,79.5,6.59,119.8,Kharif,Sandy,maize
21.0,86.7,56.9,15.1,75.7,6.28,114.9,Kharif,Loamy,kidneybeans
101.4,49.6,154.4,23.9,83.4,4.72,215.5,Kharif,Loamy,ginger
13.9,49.8,41.6,31.8,65.4,6.55,139.0,Kharif,Loamy,pigeonpeas
77.8,24.8,53.8,32.2,64.6,6.61,21.2,Zaid,Sandy,watermelon
75.3,51.3,59.7,30.8,63.8,6.7,76.8,Zaid,Sandy,watermelon
36.1,33.8,36.7,24.1,67.7,6.21,76.4,Kharif,Loamy,finger_millet
81.3,40.3,67.6,26.7,87.7,5.47,291.8,Kharif,Loamy,rubber
24.2,70.6,55.7,20.5,67.0,7.1,92.7,Kharif,Loamy,kidneybeans
74.9,46.8,61.7,31.1,61.3,6.54,66.8,Kharif,Sandy,sunflower
176.6,61.6,203.2,22.5,79.4,6.34,257.2,Kharif,Loamy,banana
77.7,35.2,78.9,29.2,61.9,5.64,55.5,Rabi,Loamy,onion
111.7,54.2,112.3,28.5,76.5,5.9,185.9,Kharif,Clayey,sugarcane
82.6,50.9,107.4,27.8,62.2,5.04,84.1,Rabi,Sandy,tobacco
32.5,34.2,68.6,23.4,61.2,6.26,33.8,Rabi,Sandy,grapes
95.0,34.0,144.3,26.5,81.1,5.69,228.7,Kharif,Loamy,ginger
22.3,46.2,91.8,30.3,58.8,6.7,75.2,Kharif,Sandy,groundnut
126.3,59.7,87.6,31.6,54.5,6.54,75.8,Zaid,Loamy,mango
21.8,53.9,47.3,28.7,72.8,6.18,84.7,Kharif,Loamy,cowpea
15.4,48.1,51.1,29.6,68.1,5.86,137.5,Kharif,Sandy,pigeonpeas
185.3,62.4,196.6,25.2,73.8,6.8,270.0,Kharif,Loamy,banana
12.1,12.9,15.6,18.6,63.3,6.87,26.6,Rabi,Sandy,lentil
49.3,35.6,29.6,21.7,82.3,5.5,128.6,Kharif,Loamy,finger_millet
120.1,55.6,65.7,29.8,80.4,5.52,280.7,Kharif,Loamy,rubber
69.4,47.3,42.6,27.8,52.8,5.91,52.9,Kharif,Loamy,sorghum
119.1,53.1,124.4,27.8,84.0,6.37,154.5,Kharif,Loamy,sugarcane
14.9,67.3,67.0,32.2,71.1,6.15,56.2,Kharif,Loamy,groundnut
95.1,69.0,49.0,32.1,49.6,6.0,94.0,Kharif,Sandy,maize
97.6,54.4,65.3,25.1,46.4,6.35,64.3,Kharif,Loamy,sunflower
78.8,41.1,87.8,26.2,59.7,6.96,67.1,Rabi,Sandy,onion
109.5,64.1,83.5,27.6,41.7,6.04,93.7,Zaid,Sandy,mango
27.7,51.3,39.5,24.8,65.8,6.85,103.0,Kharif,Clayey,soybean
21.4,54.0,48.4,27.4,59.7,6.23,109.0,Kharif,Loamy,soybean
74.7,63.2,31.6,22.4,75.6,6.98,189.1,Rabi,Sandy,wheat
33.0,33.1,34.7,35.2,38.0,6.1,20.4,Kharif,Sandy,pearl_millet
114.1,63.6,72.5,27.9,74.1,7.45,105.1,Zaid,Loamy,guava
8.4,54.1,55.0,27.1,55.8,6.17,122.4,Kharif,Sandy,pigeonpeas
99.8,29.3,38.4,26.4,65.7,6.43,84.8,Kharif,Sandy,sorghum
80.0,73.5,85.4,28.6,66.1,6.95,84.6,Zaid,Sandy,mango
31.1,22.8,28.8,33.8,59.9,6.03,36.4,Kharif,Sandy,sesame
73.5,69.4,58.6,28.4,48.0,6.07,74.3,Kharif,Loamy,sunflower
66.8,44.2,51.7,15.0,68.7,6.25,128.1,Rabi,Sandy,apple
74.6,56.9,86.2,28.5,24.3,6.56,44.8,Zaid,Sandy,pomegranate
11.5,52.4,42.5,27.7,56.2,6.09,151.0,Kharif,Sandy,pigeonpeas
144.3,74.7,111.6,22.3,79.8,6.21,82.8,Rabi,Sandy,potato
124.1,61.3,128.1,29.2,84.8,5.65,171.9,Kharif,Sandy,turmeric
19.5,73.7,50.8,24.8,65.2,6.51,99.9,Kharif,Clayey,soybean
28.2,40.5,22.4,33.4,55.6,7.08,46.6,Kharif,Sandy,mothbeans
61.4,25.7,72.3,20.5,82.8,4.88,311.4,Kharif,Loamy,cardamom
176.8,62.3,178.4,25.1,81.9,6.6,252.6,Kharif,Loamy,banana
107.2,52.8,111.6,27.8,67.0,5.47,192.0,Kharif,Loamy,turmeric
200.0,68.0,211.4,23.9,75.7,6.38,188.4,Kharif,Loamy,banana
65.6,45.1,46.2,21.4,52.2,6.85,51.2,Rabi,Loamy,mustard
131.0,76.2,133.3,30.2,72.1,6.22,183.8,Kharif,Loamy,turmeric
86.7,44.3,55.9,30.9,53.6,6.54,47.3,Zaid,Sandy,watermelon
59.6,20.5,23.8,22.8,80.6,5.73,106.6,Kharif,Loamy,finger_millet
88.0,62.5,111.6,28.2,79.6,7.21,184.2,Kharif,Clayey,sugarcane
110.0,63.4,84.3,30.7,89.5,5.49,357.0,Kharif,Loamy,pepper
45.9,27.0,29.0,31.7,42.5,6.49,46.4,Kharif,Loamy,sesame
142.7,183.1,160.0,31.3,77.2,7.07,135.8,Zaid,Loamy,papaya
132.8,57.0,123.4,28.4,68.1,6.17,185.7,Kharif,Sandy,turmeric
82.5,45.3,56.8,31.9,69.8,6.63,59.8,Zaid,Sandy,watermelon
27.0,50.2,46.6,22.6,54.4,7.24,61.0,Rabi,Sandy,chickpea
62.1,36.9,37.7,21.0,45.0,6.82,22.1,Rabi,Loamy,mustard
69.4,38.6,65.3,34.6,56.2,6.54,74.9,Zaid,Sandy,watermelon
23.0,48.0,33.7,25.8,73.3,6.73,38.6,Rabi,Sandy,chickpea
26.9,49.6,18.1,32.2,64.0,6.59,65.9,Kharif,Loamy,blackgram
28.9,52.9,56.0,16.1,66.4,6.89,76.7,Rabi,Sandy,peas
75.0,34.0,54.2,34.2,68.0,6.02,84.9,Zaid,Sandy,watermelon
75.2,51.3,32.4,27.9,62.6,6.94,74.0,Rabi,Loamy,mustard
72.4,78.6,87.8,29.5,72.8,6.49,76.6,Zaid,Loamy,mango
44.9,19.1,33.9,25.2,80.5,6.02,121.9,Kharif,Loamy,finger_millet
100.0,42.3,214.1,25.2,74.7,5.78,229.0,Kharif,Sandy,coconut
124.0,79.8,121.0,19.7,78.9,6.49,67.5,Rabi,Sandy,potato
35.0,19.3,36.8,33.3,68.3,6.42,162.7,Kharif,Sandy,finger_millet
107.8,57.7,69.8,24.1,67.6,6.23,126.8,Zaid,Loamy,mango
29.6,58.6,52.3,26.7,70.1,6.33,62.2,Kharif,Sandy,cowpea
104.4,65.5,32.2,25.5,76.6,7.05,112.0,Kharif,Loamy,maize
126.8,72.2,83.1,24.5,77.2,5.2,279.6,Kharif,Loamy,pepper
5.8,17.2,21.2,22.5,55.2,6.28,34.3,Rabi,Loamy,lentil
53.5,21.8,29.4,26.5,53.5,7.1,25.6,Kharif,Sandy,pearl_millet
25.3,42.2,15.0,30.5,56.7,6.0,60.5,Kharif,Sandy,mungbean
24.0,62.1,43.2,31.1,71.5,6.47,67.9,Kharif,Loamy,cowpea
50.7,27.8,52.4,26.0,55.8,6.45,28.6,Rabi,Sandy,grapes
80.4,55.6,57.9,26.8,60.9,6.82,108.3,Kharif,Loamy,cotton
188.9,179.2,186.0,30.1,64.0,7.02,162.2,Zaid,Loamy,papaya
20.5,49.7,35.6,22.9,54.9,7.0,59.4,Rabi,Sandy,chickpea
31.5,62.5,43.9,26.3,67.4,5.69,91.3,Kharif,Loamy,cowpea
22.9,61.3,19.0,30.9,67.7,5.57,73.1,Kharif,Sandy,mungbean
18.2,52.6,22.0,28.7,61.3,6.57,46.9,Kharif,Loamy,blackgram
90.8,29.4,100.5,29.5,67.3,6.09,62.0,Rabi,Loamy,tobacco
15.6,56.2,34.4,23.5,67.5,7.55,22.4,Rabi,Sandy,chickpea
45.4,30.7,28.0,15.3,67.5,6.57,86.0,Rabi,Loamy,barley
48.3,24.0,33.9,35.6,39.3,7.1,25.6,Kharif,Sandy,pearl_millet
136.8,71.3,74.6,31.3,62.8,6.45,104.8,Zaid,Loamy,mango
68.9,42.1,68.2,34.0,61.9,6.46,43.5,Zaid,Sandy,watermelon
100.9,48.6,78.1,25.7,80.9,6.27,206.6,Kharif,Clayey,sugarcane
82.9,38.3,48.5,26.9,64.0,6.14,83.5,Kharif,Loamy,maize
135.2,49.2,161.9,27.9,73.3,4.97,164.3,Kharif,Loamy,ginger
19.4,57.6,42.4,32.5,62.3,6.13,73.6,Kharif,Sandy,cowpea
58.9,40.2,45.8,28.3,64.3,6.16,49.0,Rabi,Loamy,garlic
94.8,38.4,37.9,24.3,79.2,6.65,131.2,Rabi,Loamy,wheat
47.5,21.3,58.5,22.7,48.1,6.18,39.4,Rabi,Sandy,grapes
110.9,47.3,39.9,23.0,87.4,6.08,408.4,Kharif,Loamy,tea
79.9,46.8,45.3,12.7,60.4,7.07,77.3,Rabi,Sandy,mustard
85.6,30.9,63.0,35.5,54.5,6.75,69.6,Zaid,Sandy,watermelon
80.9,36.2,77.5,25.6,68.5,7.44,122.3,Zaid,Sandy,orange
17.9,64.8,68.1,22.6,63.7,6.34,72.2,Kharif,Sandy,groundnut
97.8,90.9,81.5,21.3,89.2,6.74,68.2,Kharif,Loamy,tomato
52.9,42.4,44.7,29.5,42.3,7.02,69.6,Kharif,Clayey,sorghum
64.3,63.0,58.9,14.0,67.5,6.57,99.8,Rabi,Loamy,apple
74.3,72.4,65.0,30.4,69.9,7.07,79.9,Kharif,Sandy,sunflower
91.7,38.9,41.7,24.2,78.6,6.53,246.8,Kharif,Loamy,rice
54.4,21.3,94.3,21.6,85.3,5.35,338.4,Kharif,Loamy,cardamom
104.3,36.4,233.6,30.6,82.3,6.07,165.5,Kharif,Sandy,coconut
33.6,48.5,27.2,27.6,58.3,6.57,60.4,Kharif,Loamy,blackgram
107.6,36.7,49.8,33.2,60.7,7.62,88.7,Kharif,Clayey,cotton
81.2,66.6,64.3,26.2,63.2,7.37,83.7,Zaid,Loamy,guava
96.3,43.0,59.1,34.5,63.5,6.54,40.6,Zaid,Sandy,watermelon
75.1,54.7,36.1,22.3,79.5,7.88,214.7,Rabi,Loamy,wheat
76.9,54.7,61.3,25.0,62.9,6.47,76.8,Kharif,Loamy,sunflower
111.7,55.0,104.7,24.7,78.1,5.16,170.8,Kharif,Loamy,coffee
75.6,28.7,59.2,20.6,84.9,6.34,104.0,Rabi,Loamy,wheat
38.0,28.7,31.7,34.0,42.8,7.05,38.7,Kharif,Sandy,sesame
21.9,60.3,24.5,31.4,48.2,7.64,39.7,Kharif,Sandy,mothbeans
93.2,50.1,77.9,31.8,55.7,6.74,29.7,Zaid,Loamy,pomegranate
39.7,32.5,23.0,14.3,68.3,7.02,23.3,Rabi,Clayey,linseed
105.3,57.3,30.0,28.0,68.8,6.17,55.2,Kharif,Loamy,maize
173.5,56.8,177.5,30.1,80.4,6.22,242.8,Kharif,Loamy,banana
27.7,43.7,53.4,13.2,66.1,6.14,78.2,Rabi,Sandy,peas
68.3,62.7,53.1,29.8,55.5,6.71,89.0,Kharif,Clayey,cotton
181.2,194.7,215.9,26.8,69.4,6.23,107.5,Zaid,Sandy,papaya
26.9,52.2,17.2,29.5,54.8,7.2,57.9,Kharif,Loamy,mungbean
71.4,38.5,62.9,17.1,67.3,6.52,129.0,Rabi,Loamy,apple
40.7,21.1,31.8,13.2,62.5,6.23,46.8,Rabi,Loamy,linseed
65.1,60.4,47.2,30.6,64.0,6.51,44.5,Kharif,Loamy,cotton
76.3,45.3,37.6,10.9,55.2,7.28,62.5,Rabi,Sandy,mustard
4.5,16.4,19.8,25.3,64.8,7.3,36.9,Rabi,Loamy,lentil
23.0,82.3,55.3,16.6,75.4,5.82,118.6,Kharif,Loamy,kidneybeans
19.1,58.1,26.6,30.4,54.7,6.11,58.0,Kharif,Loamy,mungbean
100.9,50.7,78.7,33.9,59.4,6.22,53.8,Zaid,Loamy,pomegranate
82.9,50.9,57.5,26.4,58.9,6.36,59.1,Kharif,Sandy,sunflower
137.8,45.1,40.6,20.8,88.4,4.67,266.4,Kharif,Loamy,tea
8.4,25.7,20.7,24.0,64.0,6.54,34.2,Rabi,Loamy,lentil
116.7,32.5,189.5,26.0,85.5,5.7,199.0,Kharif,Loamy,coconut
65.6,69.6,30.6,29.0,92.0,5.83,80.2,Kharif,Sandy,maize
25.6,49.8,17.5,26.5,52.8,6.46,44.8,Kharif,Loamy,mungbean
49.8,34.1,36.0,30.0,69.3,6.09,86.4,Kharif,Loamy,finger_millet
78.2,53.9,56.6,31.2,67.9,6.08,48.4,Zaid,Sandy,watermelon
101.4,36.7,52.0,26.0,84.1,5.26,170.3,Kharif,Loamy,rubber
90.7,48.6,33.9,27.4,56.2,6.98,71.6,Kharif,Clayey,cotton
84.0,66.5,44.6,19.0,81.9,7.09,192.8,Rabi,Loamy,wheat
62.8,16.3,32.0,30.2,35.5,6.86,24.8,Kharif,Sandy,pearl_millet
151.6,61.5,182.5,24.1,74.0,5.93,192.8,Kharif,Loamy,banana
95.9,51.9,48.2,21.9,73.4,6.24,165.6,Rabi,Loamy,wheat
59.3,68.3,47.1,20.7,80.9,6.79,206.4,Rabi,Sandy,wheat
35.6,31.2,14.9,23.1,42.5,6.15,62.8,Kharif,Loamy,sesame
169.9,70.9,185.0,26.3,82.1,6.39,198.5,Kharif,Loamy,banana
75.3,39.4,39.2,28.0,53.5,5.8,85.0,Kharif,Clayey,sorghum
81.9,61.1,97.1,31.4,71.0,6.56,126.8,Zaid,Sandy,guava
101.8,41.6,142.9,28.5,80.3,7.01,222.0,Kharif,Clayey,sugarcane
116.0,66.2,161.5,23.7,80.6,5.63,242.6,Kharif,Loamy,ginger
87.9,50.0,96.4,24.3,63.0,5.93,65.2,Rabi,Sandy,tobacco
61.1,35.1,72.3,25.2,42.5,6.64,46.5,Rabi,Sandy,grapes
88.3,58.6,52.6,23.9,62.4,6.36,171.8,Rabi,Sandy,wheat
90.6,35.7,27.0,27.0,58.0,6.68,104.9,Kharif,Sandy,cotton
92.3,45.3,87.2,23.0,81.0,5.79,156.5,Kharif,Loamy,coffee
47.7,7.8,36.8,30.4,45.6,6.5,41.8,Kharif,Sandy,pearl_millet
63.2,26.5,31.9,26.4,77.9,5.63,100.0,Kharif,Sandy,finger_millet
101.0,84.8,115.3,13.9,78.3,6.05,76.1,Rabi,Sandy,potato
23.1,49.1,21.6,31.9,48.2,6.22,62.7,Kharif,Loamy,mungbean
101.8,33.2,44.5,21.3,83.0,6.09,214.7,Kharif,Loamy,rice
45.6,27.6,34.1,35.2,20.2,7.01,43.5,Kharif,Sandy,pearl_millet
105.6,60.2,39.3,27.1,63.6,5.87,91.0,Kharif,Loamy,maize
50.6,24.4,27.6,29.5,51.8,6.96,64.3,Kharif,Sandy,sesame
39.8,68.9,41.8,25.3,76.2,7.19,278.5,Kharif,Clayey,rice
27.6,79.9,53.7,30.9,70.1,6.58,113.4,Kharif,Clayey,soybean
114.8,65.8,55.3,27.6,62.4,5.89,27.6,Kharif,Loamy,maize
91.6,69.0,62.1,26.8,72.6,6.8,86.6,Zaid,Sandy,guava
47.5,27.2,84.9,25.5,86.4,5.26,401.4,Kharif,Loamy,cardamom
124.7,76.8,105.3,16.1,67.9,6.09,78.9,Rabi,Loamy,potato
70.6,32.2,46.9,26.6,64.1,6.07,43.2,Kharif,Clayey,sorghum
120.6,24.6,48.8,21.0,83.3,5.35,325.8,Kharif,Loamy,tea
47.9,41.7,67.4,20.5,66.1,6.61,145.2,Rabi,Loamy,apple
29.8,48.7,54.5,15.5,75.1,6.09,54.9,Rabi,Sandy,peas
26.3,74.4,55.2,24.0,78.5,6.28,125.6,Kharif,Loamy,kidneybeans
85.6,44.5,91.4,22.9,69.0,7.03,81.0,Rabi,Sandy,onion
77.0,55.4,53.2,19.0,68.6,6.24,225.8,Rabi,Loamy,wheat
119.6,68.9,93.4,27.0,85.2,5.47,242.6,Kharif,Loamy,pepper
115.0,61.9,123.9,26.9,82.7,4.95,250.1,Kharif,Loamy,ginger
97.0,61.9,78.9,30.9,48.5,7.24,104.8,Zaid,Loamy,mango
16.2,62.0,76.6,27.0,63.3,6.63,63.4,Kharif,Loamy,groundnut
18.0,54.1,22.5,28.8,38.2,6.93,97.9,Kharif,Loamy,mungbean
20.4,55.8,79.2,23.7,72.0,6.68,50.7,Kharif,Sandy,groundnut
122.5,46.8,107.9,32.4,71.8,6.36,285.8,Kharif,Loamy,sugarcane
22.1,70.1,55.7,24.3,65.5,5.98,135.5,Kharif,Loamy,soybean
58.6,25.7,75.9,20.1,81.8,5.65,334.4,Kharif,Loamy,cardamom
64.1,26.8,31.0,30.0,36.5,7.9,33.5,Kharif,Sandy,pearl_millet
85.6,63.3,53.4,22.0,65.9,6.31,99.4,Zaid,Loamy,guava
16.3,48.4,66.1,30.0,72.1,6.1,173.8,Kharif,Sandy,pigeonpeas
89.7,55.4,72.9,22.3,68.8,6.98,110.6,Zaid,Loamy,guava
147.0,57.3,127.5,27.1,75.8,5.81,166.6,Kharif,Sandy,turmeric
18.4,37.8,20.1,30.9,62.1,6.67,89.2,Kharif,Loamy,mungbean
78.0,68.5,39.2,23.8,79.6,6.43,259.1,Kharif,Clayey,rice
54.0,38.7,59.1,20.1,67.9,6.47,135.5,Rabi,Loamy,apple
63.7,42.1,70.9,21.4,72.0,5.98,47.5,Rabi,Loamy,garlic
174.3,200.0,243.7,31.8,77.0,7.13,72.6,Zaid,Loamy,papaya
58.2,32.7,72.7,28.3,88.4,6.05,192.6,Kharif,Clayey,rice
88.6,73.1,77.0,27.7,57.6,6.64,109.1,Zaid,Sandy,mango
192.2,55.7,184.6,25.9,77.9,5.95,131.7,Kharif,Loamy,banana
13.1,49.4,58.4,30.0,53.7,4.49,156.5,Kharif,Sandy,pigeonpeas
84.9,52.1,58.6,34.7,57.7,6.44,35.0,Zaid,Sandy,watermelon
126.8,33.5,39.9,15.6,88.8,5.68,266.4,Kharif,Loamy,tea
25.5,64.5,35.3,20.2,52.9,7.1,52.6,Rabi,Sandy,chickpea
17.0,63.7,57.8,19.9,65.0,5.55,109.8,Kharif,Loamy,kidneybeans
96.6,71.0,66.7,25.7,78.0,6.73,57.4,Kharif,Loamy,tomato
119.4,71.5,74.1,30.9,44.6,6.36,155.9,Zaid,Loamy,mango
142.0,51.9,112.2,23.9,83.9,5.56,237.7,Kharif,Loamy,coffee
50.9,25.4,39.6,20.7,56.3,6.69,62.5,Rabi,Loamy,barley
103.7,74.3,71.8,18.0,77.2,6.05,48.6,Kharif,Loamy,tomato
62.8,37.4,48.0,12.9,72.0,6.31,93.7,Rabi,Sandy,apple
19.5,55.3,53.4,24.7,69.4,6.52,88.8,Kharif,Loamy,soybean
23.5,75.1,61.1,18.7,69.3,6.45,102.7,Kharif,Loamy,kidneybeans
23.7,47.7,14.1,27.1,66.3,6.61,23.7,Kharif,Loamy,blackgram
19.8,39.8,18.3,27.6,52.2,6.34,62.2,Kharif,Loamy,mungbean
42.8,29.3,33.8,25.3,61.2,6.62,57.9,Rabi,Clayey,linseed
66.0,43.4,32.1,26.0,71.4,6.12,70.5,Kharif,Sandy,sorghum
73.6,69.2,46.2,25.8,63.5,6.01,106.4,Kharif,Sandy,maize
69.6,38.0,79.6,23.0,81.7,5.39,258.2,Kharif,Loamy,cardamom
49.9,31.7,34.7,16.2,58.6,6.04,87.4,Rabi,Loamy,barley
9.4,8.6,17.4,18.7,62.6,6.67,48.7,Rabi,Sandy,lentil
17.2,58.6,43.9,29.1,60.4,6.07,146.1,Kharif,Sandy,pigeonpeas
125.8,35.1,199.9,28.4,81.7,5.51,165.9,Kharif,Loamy,coconut
41.3,35.6,38.6,31.0,50.5,6.68,86.3,Kharif,Sandy,castor
26.7,60.6,44.6,23.7,61.8,6.03,90.5,Kharif,Clayey,soybean
25.2,60.3,43.1,22.0,72.1,7.11,50.2,Rabi,Sandy,chickpea
59.4,39.6,83.5,21.7,84.5,6.27,403.3,Kharif,Loamy,cardamom
114.0,66.6,50.8,29.4,51.5,6.35,99.8,Kharif,Sandy,maize
124.6,62.5,117.1,30.6,83.3,6.23,220.5,Kharif,Loamy,sugarcane
19.0,95.2,73.5,21.6,67.2,6.32,92.5,Kharif,Loamy,kidneybeans
80.5,28.7,33.3,35.9,44.2,6.39,39.9,Kharif,Sandy,pearl_millet
78.4,38.9,53.8,28.6,71.3,6.67,158.5,Zaid,Sandy,orange
114.7,59.1,114.0,33.5,82.8,5.41,306.8,Kharif,Loamy,pepper
64.9,41.0,56.6,16.5,79.2,6.17,144.8,Rabi,Loamy,apple
80.1,22.1,64.8,36.6,65.6,6.03,46.3,Zaid,Sandy,watermelon
75.7,53.8,73.0,20.4,63.2,5.97,58.2,Rabi,Loamy,onion
65.1,41.0,62.8,20.1,64.9,6.79,82.1,Rabi,Loamy,garlic
26.9,83.9,64.4,27.2,63.2,6.73,102.0,Kharif,Clayey,soybean
91.9,66.7,40.6,20.7,92.2,7.07,158.9,Rabi,Loamy,wheat
66.7,28.4,36.1,30.6,63.2,6.41,88.7,Kharif,Loamy,sorghum
32.9,78.1,60.6,24.8,51.3,6.45,130.9,Kharif,Loamy,soybean
73.9,69.5,81.0,25.6,90.6,6.78,78.9,Kharif,Sandy,tomato
120.8,57.5,89.4,28.2,89.9,6.22,216.8,Kharif,Clayey,sugarcane
18.6,47.2,77.4,21.6,56.5,6.45,77.7,Kharif,Sandy,groundnut
78.4,38.6,54.5,35.6,64.9,6.82,66.8,Zaid,Sandy,watermelon
